acc	evalue	score
AYO73472.1	4.300000000000001e-214	723.7
AYY94620.1	4.300000000000001e-214	723.7
AYZ39958.1	4.300000000000001e-214	723.7
AZR91360.1	4.300000000000001e-214	723.7
BAX18418.1	4.300000000000001e-214	723.7
BAX23297.1	4.300000000000001e-214	723.7
BBQ42264.1	4.300000000000001e-214	723.7
BBQ75768.1	4.300000000000001e-214	723.7
BCA47121.1	4.300000000000001e-214	723.7
CAA0106112.1	4.300000000000001e-214	723.7
CAP78240.1	4.300000000000001e-214	723.7
CAR05412.1	4.300000000000001e-214	723.7
CAR10598.2	4.300000000000001e-214	723.7
CAS11643.1	4.300000000000001e-214	723.7
CDH67447.1	4.300000000000001e-214	723.7
QAU18973.1	4.300000000000001e-214	723.7
QAU80515.1	4.300000000000001e-214	723.7
QAY41557.1	4.300000000000001e-214	723.7
QBA47775.1	4.300000000000001e-214	723.7
QBA53479.1	4.300000000000001e-214	723.7
QBR59924.1	4.300000000000001e-214	723.7
QBZ10317.1	4.300000000000001e-214	723.7
QDB98139.1	4.300000000000001e-214	723.7
QDJ73481.1	4.300000000000001e-214	723.7
QDN13894.1	4.300000000000001e-214	723.7
QDX39080.1	4.300000000000001e-214	723.7
QDX46658.1	4.300000000000001e-214	723.7
QEI84387.1	4.300000000000001e-214	723.7
QEJ93202.1	4.300000000000001e-214	723.7
QFI52523.1	4.300000000000001e-214	723.7
QHS43838.1	4.300000000000001e-214	723.7
QHW38713.1	4.300000000000001e-214	723.7
QHW56665.1	4.300000000000001e-214	723.7
QIB13104.1	4.300000000000001e-214	723.7
QIB97270.1	4.300000000000001e-214	723.7
QJF86548.1	4.300000000000001e-214	723.7
QJF95683.1	4.300000000000001e-214	723.7
QJG03473.1	4.300000000000001e-214	723.7
QJG14537.1	4.300000000000001e-214	723.7
QJG19315.1	4.300000000000001e-214	723.7
QJG22232.1	4.300000000000001e-214	723.7
QJG32833.1	4.300000000000001e-214	723.7
QJG35742.1	4.300000000000001e-214	723.7
QJG42113.1	4.300000000000001e-214	723.7
QJG45399.1	4.300000000000001e-214	723.7
QJG65192.1	4.300000000000001e-214	723.7
QJP26225.1	4.300000000000001e-214	723.7
QJP47037.1	4.300000000000001e-214	723.7
QJR27659.1	4.300000000000001e-214	723.7
QJS63891.1	4.300000000000001e-214	723.7
QJS74494.1	4.300000000000001e-214	723.7
QJT88944.1	4.300000000000001e-214	723.7
QKL31929.1	4.300000000000001e-214	723.7
QLK70504.1	4.300000000000001e-214	723.7
QMF18384.1	4.300000000000001e-214	723.7
QMH60841.1	4.300000000000001e-214	723.7
QQX63714.1	4.300000000000001e-214	723.7
QRA95394.1	4.300000000000001e-214	723.7
QRB14300.1	4.300000000000001e-214	723.7
QRB56751.1	4.300000000000001e-214	723.7
QSS45551.1	4.300000000000001e-214	723.7
SLM08933.1	4.300000000000001e-214	723.7
SNU19265.1	4.300000000000001e-214	723.7
UAW38970.1	4.300000000000001e-214	723.7
VDY77569.1	4.300000000000001e-214	723.7
VEC19704.1	4.300000000000001e-214	723.7
VED12539.1	4.300000000000001e-214	723.7
VWQ03430.1	4.300000000000001e-214	723.7
VZZ90493.1	4.300000000000001e-214	723.7
ABE09772.1	4.300000000000001e-214	723.7
AQX99071.1	4.300000000000001e-214	723.7
CAQ91170.1	4.7e-214	723.5
QKD67402.1	4.7e-214	723.5
QLM10152.1	4.7e-214	723.5
QLM14744.1	4.7e-214	723.5
QLM19339.1	4.7e-214	723.5
QLN02392.1	4.7e-214	723.5
QMC80099.1	4.7e-214	723.5
QMF35794.1	4.7e-214	723.5
QMF78388.1	4.7e-214	723.5
QML20286.1	4.7e-214	723.5
QMQ72645.1	4.7e-214	723.5
UAT33643.1	4.7e-214	723.5
UAT39934.1	4.7e-214	723.5
URA02303.1	4.7e-214	723.5
QEP63246.1	4.7e-214	723.5
AAC76800.1	4.7e-214	723.5
AAZ90493.1	4.7e-214	723.5
ACB04823.1	4.7e-214	723.5
ACR65260.1	4.7e-214	723.5
ACX41782.1	4.7e-214	723.5
AEE59108.1	4.7e-214	723.5
AGX35732.1	4.7e-214	723.5
AIF39068.1	4.7e-214	723.5
AIN34108.1	4.7e-214	723.5
AIZ30277.1	4.7e-214	723.5
AIZ53601.1	4.7e-214	723.5
AIZ93415.1	4.7e-214	723.5
AJB53810.1	4.7e-214	723.5
AJF58660.1	4.7e-214	723.5
AKA92985.1	4.7e-214	723.5
AKC14056.1	4.7e-214	723.5
AKD59013.1	4.7e-214	723.5
AKD63393.1	4.7e-214	723.5
AKD67763.1	4.7e-214	723.5
AKD72120.1	4.7e-214	723.5
AKD76482.1	4.7e-214	723.5
AKD80902.1	4.7e-214	723.5
AKD85264.1	4.7e-214	723.5
AKD89625.1	4.7e-214	723.5
AKF57537.1	4.7e-214	723.5
AKF61676.1	4.7e-214	723.5
AKF65815.1	4.7e-214	723.5
AKF69955.1	4.7e-214	723.5
AKF74093.1	4.7e-214	723.5
AKK15918.1	4.7e-214	723.5
AKO54962.1	4.7e-214	723.5
AKR22594.1	4.7e-214	723.5
AKR26946.1	4.7e-214	723.5
AKR31439.1	4.7e-214	723.5
ALB33807.1	4.7e-214	723.5
ALI38526.1	4.7e-214	723.5
ALI42925.1	4.7e-214	723.5
ALI47322.1	4.7e-214	723.5
ALL95725.1	4.7e-214	723.5
ALQ74615.1	4.7e-214	723.5
ALZ58084.1	4.7e-214	723.5
AMB56429.1	4.7e-214	723.5
AMC96673.1	4.7e-214	723.5
AMF89618.1	4.7e-214	723.5
AMG17274.1	4.7e-214	723.5
AMH32390.1	4.7e-214	723.5
AMH37109.1	4.7e-214	723.5
AMK99720.1	4.7e-214	723.5
AMU84359.1	4.7e-214	723.5
ANK11347.1	4.7e-214	723.5
ANO27614.1	4.7e-214	723.5
AOM48971.1	4.7e-214	723.5
AOM55600.1	4.7e-214	723.5
AOM60280.1	4.7e-214	723.5
AOO71990.1	4.7e-214	723.5
AOR17796.1	4.7e-214	723.5
APC53627.1	4.7e-214	723.5
APE55534.1	4.7e-214	723.5
APE60484.1	4.7e-214	723.5
APE65364.1	4.7e-214	723.5
APE70199.1	4.7e-214	723.5
APK17723.1	4.7e-214	723.5
APK21482.1	4.7e-214	723.5
APK41298.1	4.7e-214	723.5
APK71651.1	4.7e-214	723.5
APK74513.1	4.7e-214	723.5
APK94710.1	4.7e-214	723.5
APK98819.1	4.7e-214	723.5
APL33858.1	4.7e-214	723.5
APL49278.1	4.7e-214	723.5
APL80134.1	4.7e-214	723.5
APQ23813.1	4.7e-214	723.5
APT05223.1	4.7e-214	723.5
AQP93709.1	4.7e-214	723.5
AQU01579.1	4.7e-214	723.5
AQV35213.1	4.7e-214	723.5
AQV88272.1	4.7e-214	723.5
AQW75489.1	4.7e-214	723.5
AQZ28369.1	4.7e-214	723.5
AQZ84096.1	4.7e-214	723.5
ARA00211.1	4.7e-214	723.5
ARM40820.1	4.7e-214	723.5
ARQ23998.1	4.7e-214	723.5
ARR32874.1	4.7e-214	723.5
ARR41359.1	4.7e-214	723.5
ARS06002.1	4.7e-214	723.5
ART19164.1	4.7e-214	723.5
ART26944.1	4.7e-214	723.5
ARV55609.1	4.7e-214	723.5
ARW85765.1	4.7e-214	723.5
ARX16389.1	4.7e-214	723.5
ARX28243.1	4.7e-214	723.5
ARZ83869.1	4.7e-214	723.5
ARZ88108.1	4.7e-214	723.5
ASB78103.1	4.7e-214	723.5
ASN31734.1	4.7e-214	723.5
ASN35926.1	4.7e-214	723.5
ASN42410.1	4.7e-214	723.5
ASO02890.1	4.7e-214	723.5
ASO85707.1	4.7e-214	723.5
ASO95261.1	4.7e-214	723.5
ASZ43769.1	4.7e-214	723.5
ASZ48251.1	4.7e-214	723.5
ATC00125.1	4.7e-214	723.5
ATC05621.1	4.7e-214	723.5
ATC14802.1	4.7e-214	723.5
ATH90450.1	4.7e-214	723.5
ATM10637.1	4.7e-214	723.5
ATW95602.1	4.7e-214	723.5
ATX18376.1	4.7e-214	723.5
ATX48625.1	4.7e-214	723.5
ATX52593.1	4.7e-214	723.5
ATZ32591.1	4.7e-214	723.5
AUF77904.1	4.7e-214	723.5
AUG18495.1	4.7e-214	723.5
AUJ93479.1	4.7e-214	723.5
AUK14027.1	4.7e-214	723.5
AUK19183.1	4.7e-214	723.5
AUK24286.1	4.7e-214	723.5
AUL65916.1	4.7e-214	723.5
AUL87567.1	4.7e-214	723.5
AUL92652.1	4.7e-214	723.5
AUM24949.1	4.7e-214	723.5
AUN49806.1	4.7e-214	723.5
AUO59737.1	4.7e-214	723.5
AUS40486.1	4.7e-214	723.5
AUV21776.1	4.7e-214	723.5
AUY89504.1	4.7e-214	723.5
AUY94929.1	4.7e-214	723.5
AUZ08068.1	4.7e-214	723.5
AVB47828.1	4.7e-214	723.5
AVD31025.1	4.7e-214	723.5
AVR71043.1	4.7e-214	723.5
AVS07972.1	4.7e-214	723.5
AVT65194.1	4.7e-214	723.5
AVU58029.1	4.7e-214	723.5
AVZ11612.1	4.7e-214	723.5
AVZ51487.1	4.7e-214	723.5
AVZ55905.1	4.7e-214	723.5
AWF19236.1	4.7e-214	723.5
AWJ27206.1	4.7e-214	723.5
AWJ35017.1	4.7e-214	723.5
AWJ40827.1	4.7e-214	723.5
AWJ46080.1	4.7e-214	723.5
AWJ57283.1	4.7e-214	723.5
AWN71319.1	4.7e-214	723.5
AWO19588.1	4.7e-214	723.5
AWS39067.1	4.7e-214	723.5
AWU92505.1	4.7e-214	723.5
AWV08901.1	4.7e-214	723.5
AWX16403.1	4.7e-214	723.5
AWZ54331.1	4.7e-214	723.5
AWZ59636.1	4.7e-214	723.5
AXA11125.1	4.7e-214	723.5
AXI37746.1	4.7e-214	723.5
AXL19853.1	4.7e-214	723.5
AYG21400.1	4.7e-214	723.5
AYN92116.1	4.7e-214	723.5
AYP04265.1	4.7e-214	723.5
AYR81486.1	4.7e-214	723.5
AZG54490.1	4.7e-214	723.5
AZH46203.1	4.7e-214	723.5
AZM36022.1	4.7e-214	723.5
AZM43285.1	4.7e-214	723.5
AZR20801.1	4.7e-214	723.5
BAE77504.1	4.7e-214	723.5
BAI27950.1	4.7e-214	723.5
BAI38371.1	4.7e-214	723.5
BAJ45532.1	4.7e-214	723.5
BAL40376.1	4.7e-214	723.5
BBF50335.1	4.7e-214	723.5
BBF55716.1	4.7e-214	723.5
BBF61954.1	4.7e-214	723.5
BBG80165.1	4.7e-214	723.5
BBJ93821.1	4.7e-214	723.5
BBL44185.1	4.7e-214	723.5
BBP19395.1	4.7e-214	723.5
BBP22087.1	4.7e-214	723.5
BBP28218.1	4.7e-214	723.5
BBP32663.1	4.7e-214	723.5
BBP36916.1	4.7e-214	723.5
BBP39774.1	4.7e-214	723.5
BBQ64756.1	4.7e-214	723.5
BBS29439.1	4.7e-214	723.5
BBS79698.1	4.7e-214	723.5
BBT59753.1	4.7e-214	723.5
CAR00766.1	4.7e-214	723.5
CDJ73091.1	4.7e-214	723.5
CDY62755.1	4.7e-214	723.5
CDZ22565.1	4.7e-214	723.5
CUQ99068.1	4.7e-214	723.5
QAA91761.1	4.7e-214	723.5
QAU57751.1	4.7e-214	723.5
QAU62092.1	4.7e-214	723.5
QAU79433.1	4.7e-214	723.5
QAU94966.1	4.7e-214	723.5
QBF93515.1	4.7e-214	723.5
QBG60716.1	4.7e-214	723.5
QBJ60942.1	4.7e-214	723.5
QBK02813.1	4.7e-214	723.5
QBM95971.1	4.7e-214	723.5
QBO40288.1	4.7e-214	723.5
QBO43538.1	4.7e-214	723.5
QBO51529.1	4.7e-214	723.5
QBO94698.1	4.7e-214	723.5
QBO99411.1	4.7e-214	723.5
QBP03886.1	4.7e-214	723.5
QBP88111.1	4.7e-214	723.5
QBQ24777.1	4.7e-214	723.5
QBZ35541.1	4.7e-214	723.5
QCA24944.1	4.7e-214	723.5
QCH48595.1	4.7e-214	723.5
QCH53687.1	4.7e-214	723.5
QCH75015.1	4.7e-214	723.5
QCH80071.1	4.7e-214	723.5
QCI02392.1	4.7e-214	723.5
QCJ14295.1	4.7e-214	723.5
QCJ62073.1	4.7e-214	723.5
QCV93136.1	4.7e-214	723.5
QCW32440.1	4.7e-214	723.5
QCW36639.1	4.7e-214	723.5
QCW48518.1	4.7e-214	723.5
QDH99007.1	4.7e-214	723.5
QDJ89941.1	4.7e-214	723.5
QDM06647.1	4.7e-214	723.5
QEE89796.1	4.7e-214	723.5
QEF09909.1	4.7e-214	723.5
QEF14549.1	4.7e-214	723.5
QEF56629.1	4.7e-214	723.5
QEF61030.1	4.7e-214	723.5
QEF74833.1	4.7e-214	723.5
QEG93965.1	4.7e-214	723.5
QEH86467.1	4.7e-214	723.5
QEI67436.1	4.7e-214	723.5
QEI89220.1	4.7e-214	723.5
QEI95091.1	4.7e-214	723.5
QEI99409.1	4.7e-214	723.5
QEJ03705.1	4.7e-214	723.5
QEJ08164.1	4.7e-214	723.5
QEJ12626.1	4.7e-214	723.5
QEJ13103.1	4.7e-214	723.5
QEJ18936.1	4.7e-214	723.5
QEJ25588.1	4.7e-214	723.5
QEJ26201.1	4.7e-214	723.5
QEJ34249.1	4.7e-214	723.5
QEJ38591.1	4.7e-214	723.5
QEJ42899.1	4.7e-214	723.5
QEJ47215.1	4.7e-214	723.5
QEJ47690.1	4.7e-214	723.5
QEJ55759.1	4.7e-214	723.5
QEJ63555.1	4.7e-214	723.5
QEM53072.1	4.7e-214	723.5
QEP77288.1	4.7e-214	723.5
QEP86476.1	4.7e-214	723.5
QEP90872.1	4.7e-214	723.5
QER61071.1	4.7e-214	723.5
QER65806.1	4.7e-214	723.5
QEX55998.1	4.7e-214	723.5
QEX61597.1	4.7e-214	723.5
QEX68804.1	4.7e-214	723.5
QEY40329.1	4.7e-214	723.5
QEY44863.1	4.7e-214	723.5
QEY49428.1	4.7e-214	723.5
QFF97049.1	4.7e-214	723.5
QFG15618.1	4.7e-214	723.5
QFU37037.1	4.7e-214	723.5
QGF36145.1	4.7e-214	723.5
QGG66903.1	4.7e-214	723.5
QGK10033.1	4.7e-214	723.5
QGL30669.1	4.7e-214	723.5
QGL35191.1	4.7e-214	723.5
QGL42977.1	4.7e-214	723.5
QGQ17287.1	4.7e-214	723.5
QGR51425.1	4.7e-214	723.5
QGU45576.1	4.7e-214	723.5
QGU56923.1	4.7e-214	723.5
QGY07863.1	4.7e-214	723.5
QGY17226.1	4.7e-214	723.5
QGY21978.1	4.7e-214	723.5
QGY26213.1	4.7e-214	723.5
QHB67119.1	4.7e-214	723.5
QHF70500.1	4.7e-214	723.5
QHF75558.1	4.7e-214	723.5
QHF80949.1	4.7e-214	723.5
QHF86154.1	4.7e-214	723.5
QHG39256.1	4.7e-214	723.5
QHG48024.1	4.7e-214	723.5
QHI94656.1	4.7e-214	723.5
QHJ62207.1	4.7e-214	723.5
QHL85254.1	4.7e-214	723.5
QHN47632.1	4.7e-214	723.5
QHQ08793.1	4.7e-214	723.5
QHQ12783.1	4.7e-214	723.5
QHR03874.1	4.7e-214	723.5
QHR28932.1	4.7e-214	723.5
QHR62650.1	4.7e-214	723.5
QHW47411.1	4.7e-214	723.5
QHW65767.1	4.7e-214	723.5
QHW85563.1	4.7e-214	723.5
QHW90139.1	4.7e-214	723.5
QIA41255.1	4.7e-214	723.5
QIB15897.1	4.7e-214	723.5
QIE69924.1	4.7e-214	723.5
QIF74598.1	4.7e-214	723.5
QIG10329.1	4.7e-214	723.5
QIG14599.1	4.7e-214	723.5
QIH01808.1	4.7e-214	723.5
QIM01285.1	4.7e-214	723.5
QIM34560.1	4.7e-214	723.5
QIM38951.1	4.7e-214	723.5
QIN55828.1	4.7e-214	723.5
QIN76482.1	4.7e-214	723.5
QIP98549.1	4.7e-214	723.5
QIQ96445.1	4.7e-214	723.5
QIR59206.1	4.7e-214	723.5
QIZ57309.1	4.7e-214	723.5
QJC47920.1	4.7e-214	723.5
QJE06110.1	4.7e-214	723.5
QJG28333.1	4.7e-214	723.5
QJT87930.1	4.7e-214	723.5
QJX87982.1	4.7e-214	723.5
QJX89852.1	4.7e-214	723.5
QJX94615.1	4.7e-214	723.5
QJX99190.1	4.7e-214	723.5
QJY04426.1	4.7e-214	723.5
QJY08806.1	4.7e-214	723.5
QJY11909.1	4.7e-214	723.5
QJY18024.1	4.7e-214	723.5
QJY19506.1	4.7e-214	723.5
QJY25188.1	4.7e-214	723.5
QJY29881.1	4.7e-214	723.5
QJZ10130.1	4.7e-214	723.5
QJZ18512.1	4.7e-214	723.5
QJZ22549.1	4.7e-214	723.5
QJZ26896.1	4.7e-214	723.5
QKF25172.1	4.7e-214	723.5
QKF28317.1	4.7e-214	723.5
QKF35919.1	4.7e-214	723.5
QKI50792.1	4.7e-214	723.5
QKY94107.1	4.7e-214	723.5
QLM49816.1	4.7e-214	723.5
QLN07341.1	4.7e-214	723.5
QLN10628.1	4.7e-214	723.5
QLN16858.1	4.7e-214	723.5
QLO70205.1	4.7e-214	723.5
QMT88462.1	4.7e-214	723.5
QQM57847.1	4.7e-214	723.5
QSR41086.1	4.7e-214	723.5
QSV49419.1	4.7e-214	723.5
QXZ36886.1	4.7e-214	723.5
QYE25665.1	4.7e-214	723.5
SCA73674.1	4.7e-214	723.5
SMB37269.1	4.7e-214	723.5
SMB37270.1	4.7e-214	723.5
ULI37831.1	4.7e-214	723.5
ULI55688.1	4.7e-214	723.5
ULI92072.1	4.7e-214	723.5
ULJ06938.1	4.7e-214	723.5
ULJ59014.1	4.7e-214	723.5
ULJ98035.1	4.7e-214	723.5
ULK60212.1	4.7e-214	723.5
UMU42022.1	4.7e-214	723.5
UMU45066.1	4.7e-214	723.5
UMU60888.1	4.7e-214	723.5
UMU63959.1	4.7e-214	723.5
UMU74121.1	4.7e-214	723.5
UMV03447.1	4.7e-214	723.5
UMV33737.1	4.7e-214	723.5
VDY81825.1	4.7e-214	723.5
VDZ04493.1	4.7e-214	723.5
VDZ10714.1	4.7e-214	723.5
VEA57000.1	4.7e-214	723.5
VEC35373.1	4.7e-214	723.5
VEC46132.1	4.7e-214	723.5
VEC67313.1	4.7e-214	723.5
VEC72260.1	4.7e-214	723.5
VEC85761.1	4.7e-214	723.5
VED22397.1	4.7e-214	723.5
VED30487.1	4.7e-214	723.5
VEE35389.1	4.7e-214	723.5
VEE36482.1	4.7e-214	723.5
VEF01427.1	4.7e-214	723.5
VEF23910.1	4.7e-214	723.5
VFQ40610.1	4.7e-214	723.5
APJ70265.1	4.9000000000000005e-214	723.5
AQV29938.1	4.9000000000000005e-214	723.5
ASX08570.1	4.9000000000000005e-214	723.5
ATI08212.1	4.9000000000000005e-214	723.5
AYE18213.1	4.9000000000000005e-214	723.5
BBS75100.1	4.9000000000000005e-214	723.5
BBT78059.1	4.9000000000000005e-214	723.5
BBU16138.1	4.9000000000000005e-214	723.5
CAR15454.1	4.9000000000000005e-214	723.5
QDM72894.1	4.9000000000000005e-214	723.5
QJG00471.1	4.9000000000000005e-214	723.5
QJG56164.1	4.9000000000000005e-214	723.5
QJG59991.1	4.9000000000000005e-214	723.5
QJS59401.1	4.9000000000000005e-214	723.5
QKI56100.1	4.9000000000000005e-214	723.5
QLC53518.1	4.9000000000000005e-214	723.5
QRA66944.1	4.9000000000000005e-214	723.5
QRA90733.1	4.9000000000000005e-214	723.5
VEC75276.1	4.9000000000000005e-214	723.5
ALD77554.1	5.000000000000001e-214	723.4
ATX91021.1	5.000000000000001e-214	723.4
AUV41399.1	5.000000000000001e-214	723.4
AVD77397.1	5.000000000000001e-214	723.4
AWV29020.1	5.000000000000001e-214	723.4
BBV43298.1	5.000000000000001e-214	723.4
BBV48247.1	5.000000000000001e-214	723.4
BBV53339.1	5.000000000000001e-214	723.4
BBW14132.1	5.000000000000001e-214	723.4
BBW19161.1	5.000000000000001e-214	723.4
BBW43275.1	5.000000000000001e-214	723.4
QCD04038.1	5.000000000000001e-214	723.4
QET56923.1	5.000000000000001e-214	723.4
QNM18439.1	5.000000000000001e-214	723.4
QNM23903.1	5.000000000000001e-214	723.4
QNM28592.1	5.000000000000001e-214	723.4
QNM33825.1	5.000000000000001e-214	723.4
QPO99408.1	5.000000000000001e-214	723.4
UJB77735.1	5.000000000000001e-214	723.4
UKK88535.1	5.000000000000001e-214	723.4
ULK55855.1	5.000000000000001e-214	723.4
UMB88581.1	5.000000000000001e-214	723.4
UQQ20791.1	5.000000000000001e-214	723.4
URR12963.1	5.000000000000001e-214	723.4
VEC19024.1	5.000000000000001e-214	723.4
AKK14476.2	5.200000000000001e-214	723.4
CQR83212.1	5.200000000000001e-214	723.4
QLM36905.1	5.5e-214	723.3
QMA58502.1	5.5e-214	723.3
QMA80982.1	5.5e-214	723.3
QMA94442.1	5.5e-214	723.3
QMB03539.1	5.5e-214	723.3
QMB12527.1	5.5e-214	723.3
QMC66411.1	5.5e-214	723.3
QMC75832.1	5.5e-214	723.3
QME74438.1	5.5e-214	723.3
QME86357.1	5.5e-214	723.3
QME95510.1	5.5e-214	723.3
QMG50317.1	5.5e-214	723.3
QMO24304.1	5.5e-214	723.3
QMO62074.1	5.5e-214	723.3
UAW34612.1	5.5e-214	723.3
UAW44271.1	5.5e-214	723.3
QEH58177.1	5.6e-214	723.3
QBX81907.1	5.7000000000000004e-214	723.3
APT64832.1	5.900000000000001e-214	723.2
AUT94778.1	6.6000000000000005e-214	723.0
QER68570.1	6.900000000000001e-214	723.0
AKF23005.1	7.100000000000001e-214	722.9
AOT35173.1	7.100000000000001e-214	722.9
APG34334.1	7.100000000000001e-214	722.9
APL62014.1	7.100000000000001e-214	722.9
APW92935.1	7.100000000000001e-214	722.9
AUA41629.1	7.100000000000001e-214	722.9
AWJ00981.1	7.100000000000001e-214	722.9
AWS63604.1	7.100000000000001e-214	722.9
AXT78429.1	7.100000000000001e-214	722.9
AYQ14178.1	7.100000000000001e-214	722.9
AZQ78471.1	7.100000000000001e-214	722.9
AZU82644.1	7.100000000000001e-214	722.9
CBJ03580.1	7.100000000000001e-214	722.9
QEH04126.1	7.100000000000001e-214	722.9
QEP48901.1	7.100000000000001e-214	722.9
QGY12489.1	7.100000000000001e-214	722.9
QIN71979.1	7.100000000000001e-214	722.9
ULJ54660.1	7.100000000000001e-214	722.9
UMU37631.1	7.100000000000001e-214	722.9
VEA84543.1	7.100000000000001e-214	722.9
QOV78826.1	7.4e-214	722.9
QKI66922.1	7.4e-214	722.9
AMG52225.1	7.4e-214	722.9
AUZ64175.1	7.4e-214	722.9
